,person,data_set,data_store,data_size,query,trial,response_time
391,felix,arrest_db,relational,110000,6,8,106.70804977416992
392,felix,arrest_db,relational,110000,6,9,104.00271415710449
393,felix,arrest_db,relational,110000,6,10,105.22603988647461
394,felix,arrest_db,relational,110000,7,1,153.24115753173828
395,felix,arrest_db,relational,110000,7,2,149.26409721374512
396,felix,arrest_db,relational,110000,7,3,149.9478816986084
397,felix,arrest_db,relational,110000,7,4,151.56316757202148
398,felix,arrest_db,relational,110000,7,5,151.54504776000977
399,felix,arrest_db,relational,110000,7,6,144.42014694213867
400,felix,arrest_db,relational,110000,7,7,147.44925498962402
401,felix,arrest_db,relational,110000,7,8,147.3989486694336
402,felix,arrest_db,relational,110000,7,9,146.0881233215332
403,felix,arrest_db,relational,110000,7,10,146.87490463256836
404,felix,arrest_db,relational,110000,8,1,512.584924697876
405,felix,arrest_db,relational,110000,8,2,517.2107219696045
406,felix,arrest_db,relational,110000,8,3,560.0509643554688
407,felix,arrest_db,relational,110000,8,4,512.6407146453857
408,felix,arrest_db,relational,110000,8,5,518.4760093688965
409,felix,arrest_db,relational,110000,8,6,510.7288360595703
410,felix,arrest_db,relational,110000,8,7,509.5658302307129
411,felix,arrest_db,relational,110000,8,8,506.5751075744629
412,felix,arrest_db,relational,110000,8,9,509.57417488098145
413,felix,arrest_db,relational,110000,8,10,514.0821933746338
414,felix,arrest_db,relational,110000,9,1,134.2778205871582
415,felix,arrest_db,relational,110000,9,2,126.33919715881348
416,felix,arrest_db,relational,110000,9,3,130.52916526794434
417,felix,arrest_db,relational,110000,9,4,128.51619720458984
418,felix,arrest_db,relational,110000,9,5,127.7918815612793
419,felix,arrest_db,relational,110000,9,6,126.73306465148926
420,felix,arrest_db,relational,110000,9,7,130.25712966918945
421,felix,arrest_db,relational,110000,9,8,133.47983360290527
422,felix,arrest_db,relational,110000,9,9,131.18886947631836
423,felix,arrest_db,relational,110000,9,10,130.8889389038086
424,felix,arrest_db,relational,110000,10,1,23.762941360473633
425,felix,arrest_db,relational,110000,10,2,23.715972900390625
426,felix,arrest_db,relational,110000,10,3,23.496389389038086
427,felix,arrest_db,relational,110000,10,4,23.64492416381836
428,felix,arrest_db,relational,110000,10,5,23.005962371826172
429,felix,arrest_db,relational,110000,10,6,21.44908905029297
430,felix,arrest_db,relational,110000,10,7,22.055864334106445
431,felix,arrest_db,relational,110000,10,8,20.993947982788086
432,felix,arrest_db,relational,110000,10,9,21.589994430541992
433,felix,arrest_db,relational,110000,10,10,21.82292938232422
434,felix,arrest_db,relational,110000,11,1,50.843238830566406
435,felix,arrest_db,relational,110000,11,2,49.871206283569336
436,felix,arrest_db,relational,110000,11,3,48.81691932678223
437,felix,arrest_db,relational,110000,11,4,49.445152282714844
438,felix,arrest_db,relational,110000,11,5,48.96712303161621
439,felix,arrest_db,relational,110000,11,6,47.75500297546387
440,felix,arrest_db,relational,110000,11,7,48.08807373046875
441,felix,arrest_db,relational,110000,11,8,50.88615417480469
442,felix,arrest_db,relational,110000,11,9,50.282955169677734
443,felix,arrest_db,relational,110000,11,10,52.599191665649414
444,felix,arrest_db,relational,140000,import,1,6401.5350341796875
445,felix,arrest_db,relational,140000,1,1,82.32712745666504
446,felix,arrest_db,relational,140000,1,2,74.05209541320801
447,felix,arrest_db,relational,140000,1,3,72.84784317016602
448,felix,arrest_db,relational,140000,1,4,74.47504997253418
449,felix,arrest_db,relational,140000,1,5,73.1508731842041
450,felix,arrest_db,relational,140000,1,6,76.87973976135254
451,felix,arrest_db,relational,140000,1,7,75.24299621582031
452,felix,arrest_db,relational,140000,1,8,75.33693313598633
453,felix,arrest_db,relational,140000,1,9,72.94011116027832
454,felix,arrest_db,relational,140000,1,10,75.4549503326416
455,felix,arrest_db,relational,140000,2,1,176.14197731018066
456,felix,arrest_db,relational,140000,2,2,184.5409870147705
457,felix,arrest_db,relational,140000,2,3,180.54771423339844
458,felix,arrest_db,relational,140000,2,4,180.61590194702148
459,felix,arrest_db,relational,140000,2,5,175.98915100097656
460,felix,arrest_db,relational,140000,2,6,183.6249828338623
461,felix,arrest_db,relational,140000,2,7,178.50208282470703
462,felix,arrest_db,relational,140000,2,8,179.1250705718994
463,felix,arrest_db,relational,140000,2,9,185.20498275756836
464,felix,arrest_db,relational,140000,2,10,184.54408645629883
465,felix,arrest_db,relational,140000,3,1,70.52421569824219
466,felix,arrest_db,relational,140000,3,2,67.96693801879883
467,felix,arrest_db,relational,140000,3,3,65.63615798950195
468,felix,arrest_db,relational,140000,3,4,69.08297538757324
469,felix,arrest_db,relational,140000,3,5,66.7421817779541
470,felix,arrest_db,relational,140000,3,6,68.81189346313477
471,felix,arrest_db,relational,140000,3,7,68.92800331115723
472,felix,arrest_db,relational,140000,3,8,67.41023063659668
473,felix,arrest_db,relational,140000,3,9,65.63305854797363
474,felix,arrest_db,relational,140000,3,10,68.4211254119873
475,felix,arrest_db,relational,140000,4,1,305.01413345336914
476,felix,arrest_db,relational,140000,4,2,300.2920150756836
477,felix,arrest_db,relational,140000,4,3,297.17302322387695
478,felix,arrest_db,relational,140000,4,4,300.2297878265381
